vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
途中,とちゅう,in the middle of (doing something),,途中で雨が降りました。,It rained in the middle of the way.,,5,1,8,できる日本語 初中級 本冊
カード,,card,,カードで払います。,I pay by card.,,5,1,8,できる日本語 初中級 本冊
銀行のカード,ぎんこうのカード,bank card,,銀行のカードを落としました。,I dropped my bank card.,,5,1,8,できる日本語 初中級 本冊
革,かわ,leather,,革のかばんです。,It is a leather bag.,,5,1,8,できる日本語 初中級 本冊
教科書,きょうかしょ,textbook,,教科書を読んでいます。,I am reading the textbook.,,5,1,8,できる日本語 初中級 本冊
警官,けいかん,policeman,,警官に道を聞きました。,I asked a policeman for directions.,,5,1,8,できる日本語 初中級 本冊
ハート,,heart,,ハートの形をしたケーキです。,It is a heart-shaped cake.,,5,1,8,できる日本語 初中級 本冊
ピンク,,pink,,ピンクの服を着ています。,I am wearing pink clothes.,,5,1,8,できる日本語 初中級 本冊
星,ほし,star,,夜空に星が見えます。,I can see stars in the night sky.,,5,1,8,できる日本語 初中級 本冊
緑,みどり,green,,緑の多い公園です。,It is a park with a lot of greenery.,,5,1,8,できる日本語 初中級 本冊
横長,よこなが,long from side to side,,横長のテーブルです。,It is a horizontally long table.,,5,1,8,できる日本語 初中級 本冊
色,いろ,color,,色が違います。,The colors are different.,,5,1,8,できる日本語 初中級 本冊
大きさ,おおきさ,size,,部屋の大きさを測ります。,I measure the size of the room.,,5,1,8,できる日本語 初中級 本冊
形,かたち,shape,,変な形をしています。,It has a strange shape.,,5,1,8,できる日本語 初中級 本冊
預かる,あずかる,"leave (something, someone) in someone's care, check in (baggage)",to keep, look after,荷物を預かってもらえますか。,Can you look after my luggage?,,5,1,8,できる日本語 初中級 本冊
落とす,おとす,drop,,財布を落としました。,I dropped my wallet.,,5,1,8,できる日本語 初中級 本冊
なくなる,,lose (something),to be lost, to go missing,自転車がなくなった。,My bicycle went missing.,,5,1,8,できる日本語 初中級 本冊
乗り過ごす,のりすごす,miss one's stop,,電車を乗り過ごしました。,I missed my stop on the train.,,5,1,8,できる日本語 初中級 本冊
間違える,まちがえる,make a mistake,,道を間違えました。,I made a mistake on the road.,,5,1,8,できる日本語 初中級 本冊
迷う,まよう,lose (one's way),to get lost,道に迷う。,Get lost.,,5,1,8,できる日本語 初中級 本冊
転ぶ,ころぶ,fall down,,道で転びました。,I fell down on the street.,,5,1,8,できる日本語 初中級 本冊
心配・する,しんぱい・する,worry,,試験のことを心配しています。,I am worrying about the exam.,,5,1,8,できる日本語 初中級 本冊
気がつく,きがつく,notice, realize,,間違いに気がつきました。,I noticed the mistake.,,5,1,8,できる日本語 初中級 本冊
付く,つく,attach,,ポケットが付いています。,A pocket is attached.,,5,1,8,できる日本語 初中級 本冊
見つかる,みつかる,find,to be found,なくしたかばんが見つかりました。,The bag I lost was found.,,5,1,8,できる日本語 初中級 本冊
出る,でる,"go out, leave",to leave, exit,駅を出ます。,Leave the station.,,5,1,8,できる日本語 初中級 本冊
乗り換える,のりかえる,change (trains, planes),,新宿で電車に乗り換えます。,I change trains at Shinjuku.,,5,1,8,できる日本語 初中級 本冊
連絡・する,れんらく・する,contact,,家族に連絡します。,I will contact my family.,,5,1,8,できる日本語 初中級 本冊
困る,こまる,be in trouble,,お金がなくて困っています。,I am in trouble because I have no money.,,5,1,8,できる日本語 初中級 本冊
さっき,,a moment ago,,さっき友達に会いました。,I met my friend a moment ago.,,5,1,8,できる日本語 初中級 本冊
しばらく,,in a little while,,しばらくお待ちください。,Please wait a little while.,,5,1,8,できる日本語 初中級 本冊
全部で,ぜんぶで,altogether,,全部でいくらですか。,How much is it altogether?,,5,1,8,できる日本語 初中級 本冊
急に,きゅうに,suddenly,,急に雨が降りました。,It suddenly rained.,,5,1,8,できる日本語 初中級 本冊
確かに,たしかに,I am certain that,certainly, surely,確かにあの人は来ました。,That person certainly came.,,5,1,8,できる日本語 初中級 本冊
それが……,,That is ….,Well, the thing is...,それが……、財布を忘れたんです。,Well, the thing is... I forgot my wallet.,,5,1,8,できる日本語 初中級 本冊
どうしよう,,What should I do?,,道に迷ってどうしよう。,I'm lost, what should I do?,,5,1,8,できる日本語 初中級 本冊
コインロッカー,,coin locker,,コインロッカーに荷物を入れます。,I put my luggage in a coin locker.,,5,2,8,できる日本語 初中級 本冊
特急,とっきゅう,limited express (train),,特急に乗ります。,I ride the limited express.,,5,2,8,できる日本語 初中級 本冊
終点,しゅうてん,final stop,,この電車の終点はどこですか。,What is the final stop of this train?,,5,2,8,できる日本語 初中級 本冊
終電,しゅうでん,final train,,終電に間に合いません。,I won't make it in time for the last train.,,5,2,8,できる日本語 初中級 本冊
タクシー,,taxi,,タクシーで帰りました。,I went home by taxi.,,5,2,8,できる日本語 初中級 本冊
急行,きゅうこう,express (train),,急行は速いです。,The express train is fast.,,5,2,8,できる日本語 初中級 本冊
アナウンス・する,,announce,,駅でアナウンスします。,They announce at the station.,,5,2,8,できる日本語 初中級 本冊
変える,かえる,change,,予定を変えました。,I changed my plans.,,5,2,8,できる日本語 初中級 本冊
安心・する,あんしん・する,"relieve (someone's fears), give peace of mind",,無事で安心しました。,I am relieved that you are safe.,,5,2,8,できる日本語 初中級 本冊
遅刻・する,ちこく・する,be late,,学校に遅刻しました。,I was late for school.,,5,2,8,できる日本語 初中級 本冊
寝坊・する,ねぼう・する,sleep late,,今日寝坊しました。,I slept late today.,,5,2,8,できる日本語 初中級 本冊
戻る,もどる,return,,家に戻ります。,I return home.,,5,2,8,できる日本語 初中級 本冊
すぐ,,immediately,,すぐに行きます。,I will go immediately.,,5,2,8,できる日本語 初中級 本冊
びっくり,,surprise,to be surprised,びっくりしました。,I was surprised.,,5,2,9,できる日本語 初中級 本冊
本当に,ほんとうに,"really, truly",really,本当にありがとうございます。,Thank you very much.,,5,2,9,できる日本語 初中級 本冊
もう少し,もうすこし,a little more,,もう少し待ってください。,Please wait a little more.,,5,2,9,できる日本語 初中級 本冊
ゆっくり,,slowly,,ゆっくり話してください。,Please speak slowly.,,5,2,9,できる日本語 初中級 本冊
白,しろ,white,,白いシャツを着ています。,I am wearing a white shirt.,,5,もう一度聞こう,9,できる日本語 初中級 本冊
窓口,まどぐち,(ticket) counter,,窓口で切符を買います。,I buy a ticket at the ticket counter.,,5,もう一度聞こう,9,できる日本語 初中級 本冊
～号車,ごうしゃ,number ~ train,,4号車に乗ってください。,Please ride in car number 4.,,5,もう一度聞こう,9,できる日本語 初中級 本冊
～ずつ,,every ~,,一人に2つずつ渡してください。,Please give 2 to each person.,,5,もう一度聞こう,9,できる日本語 初中級 本冊
自然,しぜん,nature,,自然がきれいな場所です。,It is a place with beautiful nature.,,6,話読聞書,10,できる日本語 初中級 本冊
ラベンダー畑,ラベンダーばたけ,Lavender Farm,,ラベンダー畑で写真を撮りました。,I took pictures at the lavender farm.,,6,話読聞書,10,できる日本語 初中級 本冊
湿原,しつげん,marsh,,湿原を散歩します。,I walk through the marsh.,,6,話読聞書,10,できる日本語 初中級 本冊
牧場,ぼくじょう,ranch,,牧場で牛を見ました。,I saw cows at the ranch.,,6,話読聞書,10,できる日本語 初中級 本冊
ジャガイモ,,potato,,ジャガイモを切ります。,I cut the potato.,,6,話読聞書,10,できる日本語 初中級 本冊
トウモロコシ,,corn,,トウモロコシを食べました。,I ate corn.,,6,話読聞書,10,できる日本語 初中級 本冊
ウニ,,sea urchin,,ウニは初めて食べました。,I ate sea urchin for the first time.,,6,話読聞書,10,できる日本語 初中級 本冊
乗馬,じょうば,horseback riding,,乗馬を体験しました。,I experienced horseback riding.,,6,話読聞書,10,できる日本語 初中級 本冊
カヌー,,canoe,,カヌーに乗りました。,I rode a canoe.,,6,話読聞書,10,できる日本語 初中級 本冊
楽しむ,たのしむ,enjoy,,旅行を楽しみます。,I will enjoy the trip.,,6,話読聞書,10,できる日本語 初中級 本冊
カニ,,crab,,カニが食べたいです。,I want to eat crab.,,6,1,10,できる日本語 初中級 本冊
着物,きもの,clothing,kimono,着物を着てお祭りに行きます。,I will wear a kimono to the festival.,,6,1,10,できる日本語 初中級 本冊
ショッピングセンター,,shopping center, mall,,ショッピングセンターで買い物をします。,I shop at the shopping center.,,6,1,10,できる日本語 初中級 本冊
水族館,すいぞくかん,aquarium,,水族館でイルカを見ました。,I saw dolphins at the aquarium.,,6,1,10,できる日本語 初中級 本冊
スノーボード,,snowboard,,冬にスノーボードをします。,I snowboard in the winter.,,6,1,10,できる日本語 初中級 本冊
船,ふね,ship, boat,,船で島に行きます。,I go to the island by ship.,,6,1,10,できる日本語 初中級 本冊
雰囲気,ふんいき,atmosphere, mood,,ここの雰囲気が好きです。,I like the atmosphere here.,,6,1,10,できる日本語 初中級 本冊
街,まち,town,,きれいな街です。,It is a clean town.,,6,1,10,できる日本語 初中級 本冊
こっち,,this way (informal),,こっちに来てください。,Please come this way.,,6,1,10,できる日本語 初中級 本冊
そっち,,that way (informal),,そっちは危ないですよ。,It's dangerous over there.,,6,1,10,できる日本語 初中級 本冊
市内,しない,within the city,,市内を観光します。,I will sightsee within the city.,,6,1,10,できる日本語 初中級 本冊
最後,さいご,last,,最後まで頑張ります。,I will do my best until the end.,,6,1,10,できる日本語 初中級 本冊
旅館,りょかん,Japanese-style inn,,旅館に泊まりました。,I stayed at a Japanese-style inn.,,6,1,10,できる日本語 初中級 本冊
朝食,ちょうしょく,breakfast,,朝食は7時からです。,Breakfast is from 7 o'clock.,,6,1,10,できる日本語 初中級 本冊
夕食,ゆうしょく,dinner,,夕食を作ります。,I will make dinner.,,6,1,10,できる日本語 初中級 本冊
観光地,かんこうち,tourist spot,,ここは有名な観光地です。,This is a famous tourist spot.,,6,1,10,できる日本語 初中級 本冊
登山,とざん,mountain climbing,,週末に登山に行きます。,I go mountain climbing on weekends.,,6,1,10,できる日本語 初中級 本冊
虫,むし,bugs, insects,,山で虫がたくさんいます。,There are many bugs in the mountains.,,6,1,10,できる日本語 初中級 本冊
宿泊,しゅくはく,lodging,,宿泊の手続きをします。,I do the lodging procedures.,,6,1,10,できる日本語 初中級 本冊
代金,だいきん,"charges, fees",payment,代金を払いました。,I paid the charges.,,6,1,10,できる日本語 初中級 本冊
内容,ないよう,details,,内容を確認してください。,Please check the details.,,6,1,10,できる日本語 初中級 本冊
なし,,none,,予約はなしです。,There are no reservations.,,6,1,10,できる日本語 初中級 本冊
値段,ねだん,price,,値段が高いです。,The price is high.,,6,1,10,できる日本語 初中級 本冊
大人,おとな,adult,,大人は2人です。,There are two adults.,,6,1,10,できる日本語 初中級 本冊
～付き,つき,~ included,,朝食付きの部屋を予約しました。,I booked a room with breakfast included.,,6,1,10,できる日本語 初中級 本冊
～泊～日,はく～にち,~ nights ~ days,,2泊3日の旅行に行きます。,I am going on a 2-night, 3-day trip.,,6,1,10,できる日本語 初中級 本冊
～費,ひ,~ fee,,交通費を安くしたいです。,I want to keep transportation fees low.,,6,1,10,できる日本語 初中級 本冊
待ち合わせる,まちあわせる,meet with,,駅前で友達と待ち合わせる。,I will meet my friend in front of the station.,,6,1,10,できる日本語 初中級 本冊
ガイド・する,,guide,,外国人にガイドをします。,I will guide the foreigner.,,6,1,10,できる日本語 初中級 本冊
観光・する,かんこう・する,go sightseeing, tour,,京都で観光します。,I will go sightseeing in Kyoto.,,6,1,10,できる日本語 初中級 本冊
出発・する,しゅっぱつ・する,leave, depart,,朝7時に出発します。,We depart at 7 AM.,,6,1,10,できる日本語 初中級 本冊
キャンプ・する,,camp,,山でキャンプをします。,I will camp in the mountains.,,6,1,10,できる日本語 初中級 本冊
珍しい,めずらしい,unusual,,珍しい花を見ました。,I saw an unusual flower.,,6,1,10,できる日本語 初中級 本冊
伝統的（な）,でんとうてき,traditional,,伝統的な建物です。,It is a traditional building.,,6,1,10,できる日本語 初中級 本冊
それに,,also, in addition,,それに、天気もいいです。,Also, the weather is good.,,6,1,10,できる日本語 初中級 本冊
どっち,,which,,どっちが好きですか。,Which do you like?,,6,1,10,できる日本語 初中級 本冊
イルカ,,dolphin,,イルカのショーを見ました。,I watched the dolphin show.,,6,2,10,できる日本語 初中級 本冊
ショー,,show,,ショーが始まります。,The show begins.,,6,2,10,できる日本語 初中級 本冊
手袋,てぶくろ,gloves,,寒いので手袋をします。,It's cold, so I wear gloves.,,6,2,10,できる日本語 初中級 本冊
マフラー,,scarf,,マフラーを巻きます。,I wrap a scarf around my neck.,,6,2,10,できる日本語 初中級 本冊
年末,ねんまつ,end of year,,年末は忙しいです。,The end of the year is busy.,,6,2,10,できる日本語 初中級 本冊
ガイドブック,,guidebook,,ガイドブックを見ながら歩きます。,I walk while looking at a guidebook.,,6,2,10,できる日本語 初中級 本冊
パーク,,park,,テーマパークに行きました。,I went to the theme park.,,6,2,10,できる日本語 初中級 本冊
早割,はやわり,discount for early purchase,,早割でチケットを買いました。,I bought a ticket with an early purchase discount.,,6,2,10,できる日本語 初中級 本冊
～中,ちゅう,during ~,,旅行中、写真をたくさん撮りました。,I took a lot of pictures during the trip.,,6,2,10,できる日本語 初中級 本冊
取る,とる,take,,休みを取る。,Take a vacation.,,6,2,10,できる日本語 初中級 本冊
ぬれる,,get wet,,雨で服がぬれました。,My clothes got wet from the rain.,,6,2,10,できる日本語 初中級 本冊
用意・する,ようい・する,prepare,,旅行の準備を用意します。,I prepare for the trip.,,6,2,10,できる日本語 初中級 本冊
伝える,つたえる,tell (someone something),,,ニュースを友達に伝えます。,I tell the news to my friend.,,6,2,10,できる日本語 初中級 本冊
コピー・する,,make a photocopy,,この書類をコピーしてください。,Please make a photocopy of this document.,,6,2,10,できる日本語 初中級 本冊
お願いします,おねがいします,Please (do it).,,お願いします。,Please.,,6,2,10,できる日本語 初中級 本冊
あとで,,later,,あとで電話します。,I will call you later.,,6,もう一度聞こう,10,できる日本語 初中級 本冊
相手,あいて,the other person,,相手の気持ちを考えます。,I think about the other person's feelings.,,7,話読聞書,11,できる日本語 初中級 本冊
習慣,しゅうかん,"custom, tradition, habit",,毎朝ジョギングする習慣があります。,I have a habit of jogging every morning.,,7,話読聞書,11,できる日本語 初中級 本冊
違い,ちがい,difference,,日本と自分の国の違いを話します。,I talk about the differences between Japan and my country.,,7,話読聞書,11,できる日本語 初中級 本冊
驚く,おどろく,surprise,to be surprised,日本の习惯に驚きました。,I was surprised by Japanese customs.,,7,話読聞書,11,できる日本語 初中級 本冊
失礼（な）,しつれい,"rude, impolite",rude,人の話している時に寝るのは失礼です。,It is rude to sleep while someone is talking.,,7,話読聞書,11,できる日本語 初中級 本冊
もう一度,もういちど,one more time, again,,もう一度言ってください。,Please say it one more time.,,7,話読聞書,11,できる日本語 初中級 本冊
会議,かいぎ,"conference, meeting",,会議に出ます。,I attend a meeting.,,7,1,11,できる日本語 初中級 本冊
課長,かちょう,section chief,,課長と話しました。,I talked with the section chief.,,7,1,11,できる日本語 初中級 本冊
社長,しゃちょう,company president,,社長は今いません。,The president is not here now.,,7,1,11,できる日本語 初中級 本冊
ご存じ,ごぞんじ,know (respectful language),to know (respectful),ご存じですか。,Do you know?,,7,1,11,できる日本語 初中級 本冊
どなた,,who (polite),,どなたですか。,Who is it?,,7,1,11,できる日本語 初中級 本冊
ミステリー,,mystery,,ミステリーの本を読みます。,I read mystery books.,,7,1,11,できる日本語 初中級 本冊
出身,しゅっしん,"hometown, home country",,出身はどこですか。,Where is your hometown?,,7,1,11,できる日本語 初中級 本冊
ごろ,,around, about,,3時ごろに来てください。,Please come around 3 o'clock.,,7,1,11,できる日本語 初中級 本冊
いらっしゃる,,come, go, be (respectful language),to be/go/come (respectful),社長はいらっしゃいますか。,Is the president here?,,7,1,11,できる日本語 初中級 本冊
おっしゃる,,say (respectful language),to say (respectful),社長がおっしゃいました。,The president said so.,,7,1,11,できる日本語 初中級 本冊
ご覧になる,ごらんになる,"look at, see (respectful language)",to see/look (respectful),こちらをご覧になってください。,Please look at this.,,7,1,11,できる日本語 初中級 本冊
なさる,,do (respectful language),to do (respectful),社長は何をなさいますか。,What will the president do?,,7,1,11,できる日本語 初中級 本冊
召し上がる,めしあがる,"eat, drink (respectful language)",to eat/drink (respectful),どうぞお召し上がりください。,Please eat/drink.,,7,1,11,できる日本語 初中級 本冊
出席・する,しゅっせき・する,attend,,会議に出席します。,I will attend the meeting.,,7,1,11,できる日本語 初中級 本冊
退院・する,たいいん・する,"leave the hospital, be discharged",,明日退院します。,I will be discharged from the hospital tomorrow.,,7,1,11,できる日本語 初中級 本冊
このくらい,,this much,,このくらいでいいですか。,Is this much okay?,,7,2,11,できる日本語 初中級 本冊
皮,かわ,"skin, peel",,リンゴの皮をむきます。,I peel the apple skin.,,7,2,11,できる日本語 初中級 本冊
キャベツ,,cabbage,,キャベツを切ります。,I cut the cabbage.,,7,2,11,できる日本語 初中級 本冊
ジャガイモ,,potato,,ジャガイモを茹でます。,I boil the potatoes.,,7,2,11,できる日本語 初中級 本冊
大根,だいこん,Japanese radish,,大根をおろします。,I grate the Japanese radish.,,7,2,11,できる日本語 初中級 本冊
タマネギ,,onion,,タマネギを炒めます。,I fry the onions.,,7,2,11,できる日本語 初中級 本冊
ニンジン,,carrot,,ニンジンを細かく切ります。,I finely chop the carrots.,,7,2,11,できる日本語 初中級 本冊
ネギ,,green onion,,味噌汁にネギを入れます。,I put green onions in the miso soup.,,7,2,11,できる日本語 初中級 本冊
半分,はんぶん,half,,りんごを半分にします。,I cut the apple in half.,,7,2,11,できる日本語 初中級 本冊
カップ,,cup,,カップにお茶を入れます。,I pour tea into a cup.,,7,2,11,できる日本語 初中級 本冊
クリーム,,cream,,ケーキにクリームを乗せます。,I put cream on the cake.,,7,2,11,できる日本語 初中級 本冊
ゼリー,,jello, gelatin,,ゼリーを作りました。,I made jello.,,7,2,11,できる日本語 初中級 本冊
ソース,,sauce,,パスタのソースを作る。,Make pasta sauce.,,7,2,11,できる日本語 初中級 本冊
パスタ,,pasta,,パスタを茹でます。,I boil the pasta.,,7,2,11,できる日本語 初中級 本冊
味,あじ,"taste, flavor",,このスープは味が濃いです。,This soup has a rich flavor.,,7,2,11,できる日本語 初中級 本冊
はちみつ,,honey,,はちみつを入れて飲みます。,I drink it with honey.,,7,2,11,できる日本語 初中級 本冊
みそ汁,みそしる,miso soup (traditional Japanese bean paste soup),,毎朝みそ汁を飲みます。,I drink miso soup every morning.,,7,2,11,できる日本語 初中級 本冊
火,ひ,heat,,火が強いです。,The heat is strong.,,7,2,11,できる日本語 初中級 本冊
強火,つよび,strong heat,,強火で炒めてください。,Please fry it on high heat.,,7,2,11,できる日本語 初中級 本冊
弱火,よわび,low heat,,弱火で20分煮ます。,I simmer it on low heat for 20 minutes.,,7,2,11,できる日本語 初中級 本冊
ルー,,roux, thickening agent for soup or sauce,,カレーにルーを入れます。,I put roux in the curry.,,7,2,11,できる日本語 初中級 本冊
グラム,,gram,,牛肉を200グラム買いました。,I bought 200 grams of beef.,,7,2,11,できる日本語 初中級 本冊
できあがり,,finished,,料理ができあがりました。,The cooking is finished.,,7,2,11,できる日本語 初中級 本冊
むく,,peel,,ジャガイモの皮をむきます。,I peel the potato.,,7,2,11,できる日本語 初中級 本冊
焼く,やく,"fry, grill, toast, bake, roast",,パンを焼きます。,I toast the bread.,,7,2,11,できる日本語 初中級 本冊
沸かす,わかす,boil (water),,お湯を沸かします。,I boil water.,,7,2,11,できる日本語 初中級 本冊
冷やす,ひやす,cool,,ジュースを冷やします。,I cool the juice.,,7,2,11,できる日本語 初中級 本冊
煮る,にる,boil (food in water),,野菜を煮ます。,I boil the vegetables.,,7,2,11,できる日本語 初中級 本冊
ゆでる,,boil (food, mostly vegetables or eggs, in water),,卵をゆでます。,I boil the eggs.,,7,2,11,できる日本語 初中級 本冊
変わる,かわる,change,,味が変わりました。,The taste changed.,,7,2,11,できる日本語 初中級 本冊
沸騰・する,ふっとう・する,bring to a boil,,水が沸騰しました。,The water came to a boil.,,7,2,11,できる日本語 初中級 本冊
炒める,いためる,fry,,野菜を炒めます。,I fry the vegetables.,,7,2,11,できる日本語 初中級 本冊
厚い,あつい,"thick, having wide thickness",thick,このステーキは厚いです。,This steak is thick.,,7,2,11,できる日本語 初中級 本冊
薄い,うすい,"thin, weak",thin (flat objects) / mild (flavor),肉を薄く切ります。,Cut the meat thinly.,,7,2,11,できる日本語 初中級 本冊
濃い,こい,"dense, rich, thick",strong, rich (flavor),このコーヒーは濃いです。,This coffee is strong.,,7,2,11,できる日本語 初中級 本冊
細かい,こまかい,"fine, small",finely, small,野菜を細かく切ります。,I finely chop the vegetables.,,7,2,11,できる日本語 初中級 本冊
細い,ほそい,narrow,thin (width),細い道を歩きます。,I walk on a narrow road.,,7,2,11,できる日本語 初中級 本冊
弱い,よわい,weak,mild (flavor),このお茶は味が弱いです。,This tea has a mild flavor.,,7,2,12,できる日本語 初中級 本冊
まず,,at first (at beginning of a sentence),First,まず、野菜を切ります。,First, cut the vegetables.,,7,2,12,できる日本語 初中級 本冊
次に,つぎに,next,Next,次に、肉を入れます。,Next, put in the meat.,,7,2,12,できる日本語 初中級 本冊
最後に,さいごに,"finally, lastly",Finally,最後に、塩を入れます。,Finally, put in the salt.,,7,2,12,できる日本語 初中級 本冊
調味料,ちょうみりょう,seasonings,,いろいろな調味料を使います。,I use various seasonings.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
鍋,なべ,pan,,鍋で料理を作ります。,I cook in a pan.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
肉じゃが,にくじゃが,(simmered) meat and potatoes,,肉じゃがを作りました。,I made meat and potatoes.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
遠慮・する,えんりょ・する,"refrain from, hesitate",,遠慮しないで食べてください。,Please eat without hesitating.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
もちろん,,of course,,もちろん、行きますよ。,Of course, I will go.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
だいたい,,mostly, most of the time,mostly, generally,だいたい毎日日本語を勉強します。,I generally study Japanese almost every day.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
お邪魔します,おじゃまします,"excuse me for interrupting, excuse me for intruding",,お邪魔します。,Excuse me for intruding.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
よくいらっしゃいました,,thank you for coming,Welcome,よくいらっしゃいました。,Welcome.,,7,もう一度聞こう,12,できる日本語 初中級 本冊
明るい,あかるい,bright,,明るい部屋ですね。,It's a bright room, isn't it?,,8,話読聞書,13,できる日本語 初中級 本冊
うれしい,,happy, glad,,プレゼントをもらってうれしいです。,I am happy to receive a present.,,8,話読聞書,13,できる日本語 初中級 本冊
（お）団子,だんご,rice dumpling,,お団子が好きです。,I like rice dumplings.,,8,1,13,できる日本語 初中級 本冊
肉じゃが,にくじゃが,(simmered) meat and potatoes,,母の肉じゃがはおいしいです。,My mother's meat and potatoes is delicious.,,8,1,13,できる日本語 初中級 本冊
湖,みずうみ,lake,,湖でボートに乗りました。,I rode a boat on the lake.,,8,1,13,できる日本語 初中級 本冊
運転手,うんてんしゅ,driver,,タクシーの運転手に道を聞きました。,I asked the taxi driver for directions.,,8,1,13,できる日本語 初中級 本冊
駅員,えきいん,station employee,,駅員に聞きました。,I asked the station employee.,,8,1,13,できる日本語 初中級 本冊
お巡りさん,おまわりさん,policeman,,お巡りさんに助けてもらいました。,I was helped by a policeman.,,8,1,13,できる日本語 初中級 本冊
～さん,,"Mr./Mrs./Miss/Ms., and added to certain professions as a term of respect",,駅員さん、すみません。,Excuse me, station employee.,,8,1,13,できる日本語 初中級 本冊
送る,おくる,"send off, take (someone somewhere)",to take (someone) home,車でうちまで送ります。,Take someone home by car.,,8,1,13,できる日本語 初中級 本冊
直す,なおす,"fix, correct, repair",to fix, to repair,壊れた時計を直します。,I fix the broken clock.,,8,1,13,できる日本語 初中級 本冊
譲る,ゆずる,"pass on, transfer to",to give, hand over,使わない本を友達に譲りました。,I gave my unused books to a friend.,,8,1,13,できる日本語 初中級 本冊
連れて行く,つれていく,take someone along,,子供を公園に連れて行きます。,I take my child to the park.,,8,1,13,できる日本語 初中級 本冊
教える,おしえる,"teach, give information",to tell (information),駅への行き方を教えました。,I told someone how to go to the station.,,8,1,13,できる日本語 初中級 本冊
拾う,ひろう,pick up,to pick up (from the ground),道で財布を拾いました。,I picked up a wallet on the street.,,8,1,13,できる日本語 初中級 本冊
届ける,とどける,"send, deliver",to deliver,荷物を届けます。,I deliver the luggage.,,8,1,13,できる日本語 初中級 本冊
迎えに来る,むかえにくる,come get (someone),,駅まで迎えに来てください。,Please come pick me up at the station.,,8,1,13,できる日本語 初中級 本冊
捕る,とる,catch,to catch (a bug, fish, criminal),虫を捕りました。,I caught a bug.,,8,1,13,できる日本語 初中級 本冊
そんなに,,like that, so much,that much, so,そんなに食べないでください。,Please don't eat that much.,,8,1,13,できる日本語 初中級 本冊
花瓶,かびん,flower vase,,花瓶に花を入れます。,I put flowers in the vase.,,8,2,13,できる日本語 初中級 本冊
茶碗,ちゃわん,"china cup, china bowl",,茶碗を割ってしまいました。,I broke the china bowl.,,8,2,13,できる日本語 初中級 本冊
机,つくえ,desk,,机の上に本があります。,There is a book on the desk.,,8,2,13,できる日本語 初中級 本冊
本棚,ほんだな,bookshelf,,本棚に本を並べます。,I line up books on the bookshelf.,,8,2,13,できる日本語 初中級 本冊
近所,きんじょ,neighborhood,,近所の人と挨拶します。,I greet the people in the neighborhood.,,8,2,13,できる日本語 初中級 本冊
～先,さき,place where ~,,アルバイト先で働いています。,I am working at my part-time job.,,8,2,13,できる日本語 初中級 本冊
教授,きょうじゅ,professor,,大学教授と話しました。,I talked with a university professor.,,8,2,13,できる日本語 初中級 本冊
部長,ぶちょう,department manager,,部長に報告します。,I report to the department manager.,,8,2,13,できる日本語 初中級 本冊
資料,しりょう,"documents, information materials",,資料を作成します。,I create the documents.,,8,2,13,できる日本語 初中級 本冊
いただく,,(gratefully) receive (humble language referring to oneself),to receive (humble),先生から本をいただきました。,I received a book from my teacher.,,8,2,13,できる日本語 初中級 本冊
くださる,,(gratefully) receive from someone (respectful language referring to someone else),to give (respectful),先生が本をくださいました。,My teacher gave me a book.,,8,2,13,できる日本語 初中級 本冊
どういたしまして,,You're welcome,,どういたしまして。,You're welcome.,,8,2,13,できる日本語 初中級 本冊
チヂミ,,chijimi (Korean-style pancake),,チヂミを食べました。,I ate chijimi.,,8,もう一度聞こう,13,できる日本語 初中級 本冊
飾る,かざる,decorate,,部屋を花で飾ります。,I decorate the room with flowers.,,8,もう一度聞こう,13,できる日本語 初中級 本冊
乾杯,かんぱい,"Bottoms up!, Cheers",,乾杯！,Cheers!,,8,もう一度聞こう,13,できる日本語 初中級 本冊
大切さ,たいせつさ,importance,,命の大切さを知りました。,I learned the importance of life.,,9,話読聞書,14,できる日本語 初中級 本冊
恥ずかしい,はずかしい,embarrassing,,間違えて恥ずかしかったです。,I was embarrassed because I made a mistake.,,9,話読聞書,14,できる日本語 初中級 本冊
ですから,,therefore,,雨ですから、傘を持っていきます。,It is raining, therefore I will take an umbrella.,,9,話読聞書,14,できる日本語 初中級 本冊
裏,うら,rear,,家の裏に庭があります。,There is a garden in the rear of the house.,,9,1,14,できる日本語 初中級 本冊
紙,かみ,paper,,紙に名前を書きます。,I write my name on the paper.,,9,1,14,できる日本語 初中級 本冊
シフト,,shift,,今週のシフトを見てください。,Please look at this week's shift.,,9,1,14,できる日本語 初中級 本冊
スタッフ,,staff,,新しいスタッフが来ました。,A new staff member came.,,9,1,14,できる日本語 初中級 本冊
タイムカード,,time card,,タイムカードを忘れました。,I forgot my time card.,,9,1,14,できる日本語 初中級 本冊
表,ひょう,"table, chart",,表を作ります。,I make a chart.,,9,1,14,できる日本語 初中級 本冊
