"vocab","reading","english","my_meaning","example_jp","example_en","example","lesson","section","page","textbook"
"普段","ふだん","everyday","usually, normally","普段（ふだん）は電車（でんしゃ）で通勤（つうきん）している。","I usually commute by train.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"別","べつ","different","different, separate","それとこれとは別（べつ）の話（はなし）だ。","That and this are different matters.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"役割","やくわり","role","role","チームの中（なか）でそれぞれの役割（やくわり）を果（は）たす。","Each person fulfills their role within the team.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"マンホール","","manhole","manhole","マンホールのふたが開（あ）いていた。","The manhole cover was open.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"ふた","","cover","cover, lid","鍋（なべ）にふたをした。","I put the lid on the pot.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"簡易便器","かんいべんき","simple toilet bowl","simple/emergency toilet","避難所（ひなんじょ）には簡易便器（かんいべんき）が用意（ようい）されている。","Simple emergency toilets are prepared at the evacuation center.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"載せる","のせる","to put on","to put on top of, place","マンホールの上（うえ）に便器（べんき）を載（の）せて使（つか）う。","You place the toilet on top of the manhole to use it.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"下水道","げすいどう","sewer","sewer, sewage system","この町（まち）の下水道（げすいどう）は古（ふる）い。","This town's sewer system is old.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"処理・する","しょり・する","to treat, to process","to treat, process, dispose of","工場（こうじょう）で排水（はいすい）を処理（しょり）している。","The factory treats its wastewater.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"ベンチ","","bench","bench","公園（こうえん）のベンチに座（すわ）って休（やす）んだ。","I sat on the park bench and rested.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"かまど","","oven","(traditional) cooking stove, oven","昔（むかし）はかまどでご飯（はん）を炊（た）いていた。","In the old days, rice was cooked on a traditional stove.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"貯水槽","ちょすいそう","water tank","water tank, reservoir","マンションの屋上（おくじょう）に貯水槽（ちょすいそう）がある。","There's a water tank on the roof of the apartment building.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"ポンプ","","pump","pump","井戸（いど）の水（みず）をポンプでくみ上（あ）げた。","I pumped up the water from the well.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"くみ上げる","くみあげる","to pump","to pump up, draw up","地下水（ちかすい）をくみ上（あ）げて使（つか）っている。","We pump up and use groundwater.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"用水","ようすい","water for irrigation","water for irrigation/practical use","田（た）んぼの用水（ようすい）が不足（ふそく）している。","There's a shortage of irrigation water for the rice paddies.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"防火","ぼうか","fire prevention","fire prevention","この建物（たてもの）は防火（ぼうか）対策（たいさく）がしっかりしている。","This building has solid fire prevention measures.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"電灯","でんとう","electric light","electric light","停電（ていでん）のとき、電灯（でんとう）が使（つか）えなかった。","We couldn't use the electric light during the power outage.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"太陽光","たいようこう","sunlight","sunlight, solar (power)","太陽光（たいようこう）発電（はつでん）を導入（どうにゅう）した。","We introduced solar power generation.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"発電・する","はつでん・する","to generate power","to generate (electricity)","この地域（ちいき）は風力（ふうりょく）で発電（はつでん）している。","This region generates power using wind.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"停電・する","ていでん・する","to lose power, to have a power cut","to have a power outage","台風（たいふう）で停電（ていでん）した。","There was a power outage because of the typhoon.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"示す","しめす","to show","to show, indicate","地図（ちず）は避難経路（ひなんけいろ）を示（しめ）している。","The map shows the evacuation route.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"目印","めじるし","mark, sign","landmark, marker, sign","集合場所（しゅうごうばしょ）に目印（めじるし）を置（お）いた。","I put up a marker at the meeting place.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"備えあれば憂いなし","そなえあればうれいなし","be prepared and have no regrets","being prepared means having nothing to worry about (proverb)","備（そな）えあれば憂（うれ）いなしと言（い）うので、非常食（ひじょうしょく）を用意（ようい）した。","As they say, be prepared and you'll have nothing to worry about, so I prepared emergency food.","","5","知って楽しむ","9","できる日本語 中級 本冊"
"ラジオ","","radio","radio","停電中（ていでんちゅう）はラジオで情報（じょうほう）を得（え）た。","During the power outage, I got information from the radio.","","5","1","9","できる日本語 中級 本冊"
"緊急","きんきゅう","emergency","urgent, emergency","緊急（きんきゅう）の連絡（れんらく）が入（はい）った。","An urgent message came in.","","5","1","9","できる日本語 中級 本冊"
"速報","そくほう","news flash","news flash, breaking news","地震（じしん）速報（そくほう）がスマホに届（とど）いた。","An earthquake news flash arrived on my phone.","","5","1","9","できる日本語 中級 本冊"
"ただ今","ただいま","right now, just now","right now, at this moment","ただ今（いま）、会議中（かいぎちゅう）です。","We're in a meeting right now.","","5","1","9","できる日本語 中級 本冊"
"震度","しんど","seismic intensity","seismic intensity (Japanese scale)","この地域（ちいき）は震度（しんど）5弱（じゃく）を観測（かんそく）した。","This area recorded a seismic intensity of lower 5.","","5","1","9","できる日本語 中級 本冊"
"～弱","じゃく","lower","slightly under ~ (suffix)","震度5弱","seismic intensity 5-lower","","5","1","9","できる日本語 中級 本冊"
"念のため","ねんのため","just in case","just in case","念（ねん）のため傘（かさ）を持（も）って行（い）った。","I brought an umbrella just in case.","","5","1","9","できる日本語 中級 本冊"
"津波","つなみ","tsunami, tidal wave","tsunami","津波（つなみ）警報（けいほう）が発令（はつれい）された。","A tsunami warning was issued.","","5","1","9","できる日本語 中級 本冊"
"警戒・する","けいかい・する","to be careful of","to be on guard, watch out for","強風（きょうふう）に警戒（けいかい）してください。","Please be on guard for strong winds.","","5","1","9","できる日本語 中級 本冊"
"身","み","self","one's body, oneself","身（み）を守（まも）るために机（つくえ）の下（した）に隠（かく）れた。","I hid under the desk to protect myself.","","5","1","9","できる日本語 中級 本冊"
"確保・する","かくほ・する","to ensure","to secure, ensure","安全（あんぜん）な場所（ばしょ）を確保（かくほ）した。","We secured a safe place.","","5","1","9","できる日本語 中級 本冊"
"先ほど","さきほど","a little while ago","a little while ago (polite)","先（さき）ほどメールをお送（おく）りしました。","I sent you an email a little while ago.","","5","1","9","できる日本語 中級 本冊"
"震源","しんげん","epicenter","epicenter","震源（しんげん）は海底（かいてい）だった。","The epicenter was on the seabed.","","5","1","9","できる日本語 中級 本冊"
"沖","おき","open sea","open sea, offshore","震源（しんげん）は房総沖（ぼうそうおき）だった。","The epicenter was off the coast of Boso.","","5","1","9","できる日本語 中級 本冊"
"深さ","ふかさ","depth","depth","震源（しんげん）の深（ふか）さは10キロだった。","The depth of the epicenter was 10 kilometers.","","5","1","9","できる日本語 中級 本冊"
"マグニチュード","","magnitude","magnitude","マグニチュード7の地震（じしん）が起（お）きた。","An earthquake of magnitude 7 occurred.","","5","1","9","できる日本語 中級 本冊"
"記録・する","きろく・する","to register (on the Richter scale)","to record, register","今年（ことし）最高気温（さいこうきおん）を記録（きろく）した。","This year's highest temperature was recorded.","","5","1","9","できる日本語 中級 本冊"
"余震","よしん","aftershock","aftershock","本震（ほんしん）の後（あと）も余震（よしん）が続（つづ）いた。","Aftershocks continued after the main quake.","","5","1","9","できる日本語 中級 本冊"
"接近・する","せっきん・する","to approach","to approach, draw near","台風（たいふう）が接近（せっきん）している。","A typhoon is approaching.","","5","1","9","できる日本語 中級 本冊"
"欠航・する","けっこう・する","to cancel (flight)","to be cancelled (flight/ferry)","強風（きょうふう）でフェリーが欠航（けっこう）した。","The ferry was cancelled due to strong winds.","","5","1","9","できる日本語 中級 本冊"
"大雨","おおあめ","heavy rain","heavy rain","大雨（おおあめ）警報（けいほう）が出（で）た。","A heavy rain warning was issued.","","5","1","9","できる日本語 中級 本冊"
"影響・する","えいきょう・する","to affect","to affect, influence","台風（たいふう）は交通（こうつう）に影響（えいきょう）した。","The typhoon affected traffic.","","5","1","9","できる日本語 中級 本冊"
"消防署","しょうぼうしょ","fire department","fire department, fire station","近（ちか）くの消防署（しょうぼうしょ）に通報（つうほう）した。","I reported it to the nearby fire station.","","5","1","9","できる日本語 中級 本冊"
"乾燥・する","かんそう・する","to dry","to dry, become dry","冬（ふゆ）は空気（くうき）が乾燥（かんそう）する。","The air becomes dry in winter.","","5","1","9","できる日本語 中級 本冊"
"火災","かさい","fire","fire (as a disaster)","住宅（じゅうたく）で火災（かさい）が発生（はっせい）した。","A fire broke out in a residence.","","5","1","9","できる日本語 中級 本冊"
"発生・する","はっせい・する","to occur","to occur, arise","事故（じこ）が発生（はっせい）した。","An accident occurred.","","5","1","9","できる日本語 中級 本冊"
"呼びかける","よびかける","to appeal to","to call out to, appeal to","市（し）は住民（じゅうみん）に節電（せつでん）を呼（よ）びかけた。","The city appealed to residents to save electricity.","","5","1","9","できる日本語 中級 本冊"
"固定・する","こてい・する","to fix, to secure","to fix, secure in place","家具（かぐ）を壁（かべ）に固定（こてい）した。","I secured the furniture to the wall.","","5","1","9","できる日本語 中級 本冊"
"雷雨","らいう","thunderstorm","thunderstorm","午後（ごご）から雷雨（らいう）になるらしい。","It seems there will be a thunderstorm this afternoon.","","5","1","9","できる日本語 中級 本冊"
"状況","じょうきょう","circumstances","circumstances, situation","現在（げんざい）の状況（じょうきょう）を説明（せつめい）した。","I explained the current situation.","","5","2","10","できる日本語 中級 本冊"
"よろしいでしょうか","","would it be all right?","would that be all right? (polite)","こちらの席（せき）でよろしいでしょうか。","Would this seat be all right?","","5","2","10","できる日本語 中級 本冊"
"レポート","","report","report","期限（きげん）までにレポートを提出（ていしゅつ）した。","I submitted the report by the deadline.","","5","2","10","できる日本語 中級 本冊"
"変更・する","へんこう・する","to change","to change, alter","予定（よてい）を変更（へんこう）した。","I changed the schedule.","","5","2","10","できる日本語 中級 本冊"
"放送・する","ほうそう・する","to broadcast","to broadcast","そのニュースはテレビで放送（ほうそう）された。","That news was broadcast on TV.","","5","2","10","できる日本語 中級 本冊"
"人身事故","じんしんじこ","accident between a vehicle and a person","accident involving a person (esp. train/vehicle)","人身事故（じんしんじこ）で電車（でんしゃ）が遅（おく）れた。","The train was delayed due to a person-related accident.","","5","2","10","できる日本語 中級 本冊"
"幸せ（な）","しあわせ","happiness","happy, fortunate","家族（かぞく）と過（す）ごす時間（じかん）が幸（しあわ）せだ。","Time spent with family is happiness.","","5","2","10","できる日本語 中級 本冊"
"心","こころ","heart","heart, mind","彼（かれ）の言葉（ことば）は心（こころ）に響（ひび）いた。","His words resonated in my heart.","","5","2","10","できる日本語 中級 本冊"
"状態","じょうたい","situation","state, condition","車（くるま）はいい状態（じょうたい）を保（たも）っている。","The car is being kept in good condition.","","5","3","10","できる日本語 中級 本冊"
"イラスト","","illustration","illustration","説明書（せつめいしょ）にはイラストが入（はい）っている。","The instruction manual includes illustrations.","","5","3","10","できる日本語 中級 本冊"
"横断歩道","おうだんほどう","pedestrian crossing","pedestrian crossing","横断歩道（おうだんほどう）を渡（わた）るときは左右（さゆう）を確認（かくにん）する。","Check both sides before crossing the pedestrian crossing.","","5","3","10","できる日本語 中級 本冊"
"患者","かんじゃ","patient","patient","病院（びょういん）には多（おお）くの患者（かんじゃ）がいた。","There were many patients at the hospital.","","5","3","10","できる日本語 中級 本冊"
"手首","てくび","wrist","wrist","転（ころ）んで手首（てくび）をひねった。","I fell and twisted my wrist.","","5","3","10","できる日本語 中級 本冊"
"ひねる","","to twist","to twist, sprain","階段（かいだん）で足首（あしくび）をひねった。","I twisted my ankle on the stairs.","","5","3","10","できる日本語 中級 本冊"
"道路","どうろ","road","road","道路（どうろ）を渡（わた）るときは気（き）をつけて。","Be careful when crossing the road.","","5","3","10","できる日本語 中級 本冊"
"たつ","","to pass (time)","to pass, elapse (time)","時間がたつ","time passes","","5","3","10","できる日本語 中級 本冊"
"足首","あしくび","ankle","ankle","足首（あしくび）を痛（いた）めて病院（びょういん）に行（い）った。","I hurt my ankle and went to the hospital.","","5","3","10","できる日本語 中級 本冊"
"痛める","いためる","to hurt","to hurt, injure (a body part)","運動中（うんどうちゅう）に膝（ひざ）を痛（いた）めた。","I hurt my knee during exercise.","","5","3","10","できる日本語 中級 本冊"
"診る","みる","to examine (medical)","to examine (medically)","医者（いしゃ）に傷（きず）を診（み）てもらった。","I had the doctor examine my injury.","","5","3","10","できる日本語 中級 本冊"
"不思議（な）","ふしぎ","strange","strange, mysterious","不思議（ふしぎ）なことが起（お）きた。","Something strange happened.","","5","3","10","できる日本語 中級 本冊"
"変化・する","へんか・する","to change","to change","天気（てんき）は急（きゅう）に変化（へんか）した。","The weather changed suddenly.","","5","3","10","できる日本語 中級 本冊"
"人々","ひとびと","people","people (plural)","大勢（おおぜい）の人々（ひとびと）が集（あつ）まった。","A large crowd of people gathered.","","5","3","10","できる日本語 中級 本冊"
"避難・する","ひなん・する","to evacuate","to evacuate","地震（じしん）が起（お）きて公園（こうえん）に避難（ひなん）した。","The earthquake happened and we evacuated to the park.","","5","4","10","できる日本語 中級 本冊"
"訓練・する","くんれん・する","to train","to train, drill","毎月（まいつき）避難（ひなん）訓練（くんれん）が行（おこな）われている。","Evacuation drills are held every month.","","5","4","10","できる日本語 中級 本冊"
"注意事項","ちゅういじこう","important points, points to note","points to note, important notes","注意事項（ちゅういじこう）をよく読（よ）んでください。","Please read the important notes carefully.","","5","4","10","できる日本語 中級 本冊"
"プリント","","hand-out","hand-out, printout","先生（せんせい）がプリントを配（くば）った。","The teacher handed out printouts.","","5","4","10","できる日本語 中級 本冊"
"慌てる","あわてる","to panic","to panic, get flustered","地震（じしん）が来（き）ても慌（あわ）てないでください。","Please don't panic even if an earthquake comes.","","5","4","10","できる日本語 中級 本冊"
"日ごろ","ひごろ","daily","usually, in daily life","日（ひ）ごろから防災（ぼうさい）を意識（いしき）している。","I keep disaster prevention in mind on a daily basis.","","5","4","10","できる日本語 中級 本冊"
"いざというとき","","in a crisis","in a crisis, when it really matters","いざというときのために非常食（ひじょうしょく）を用意（ようい）している。","I keep emergency food ready for when it really matters.","","5","4","10","できる日本語 中級 本冊"
"指示・する","しじ・する","to instruct","to instruct, direct","先生（せんせい）の指示（しじ）に従（したが）った。","I followed the teacher's instructions.","","5","4","10","できる日本語 中級 本冊"
"決して","けっして","never","never (used with negative)","決（けっ）して諦（あきら）めない。","I will never give up.","","5","4","10","できる日本語 中級 本冊"
"煙","けむり","smoke","smoke","火事（かじ）の煙（けむり）が空（そら）に上（のぼ）った。","Smoke from the fire rose into the sky.","","5","4","10","できる日本語 中級 本冊"
"覆う","おおう","to cover","to cover","口（くち）と鼻（はな）をハンカチで覆（おお）った。","I covered my mouth and nose with a handkerchief.","","5","4","10","できる日本語 中級 本冊"
"ひじ","","elbow","elbow","テーブルにひじをつくのはマナー違反（いはん）だ。","Putting your elbows on the table is bad manners.","","5","4","10","できる日本語 中級 本冊"
"つく","","to put (your elbows on the table)","to rest, place (as in ひじをつく)","ひじをつく","to put your elbows on the table","","5","4","10","できる日本語 中級 本冊"
"組む","くむ","to cross (legs, arms, etc.)","to cross (arms/legs), fold","腕（うで）を組（く）んで考（かんが）え込（こ）んだ。","I crossed my arms and fell deep in thought.","","5","4","10","できる日本語 中級 本冊"
"災害","さいがい","disaster","disaster","この地域（ちいき）は自然（しぜん）災害（さいがい）が多（おお）い。","This area has many natural disasters.","","5","5","10","できる日本語 中級 本冊"
"急病","きゅうびょう","sudden illness","sudden illness","急病（きゅうびょう）で救急車（きゅうきゅうしゃ）を呼（よ）んだ。","I called an ambulance due to a sudden illness.","","5","5","10","できる日本語 中級 本冊"
"ハイキング・する","","to hike","to hike","週末（しゅうまつ）に山（やま）へハイキングに行（い）った。","I went hiking in the mountains on the weekend.","","5","5","10","できる日本語 中級 本冊"
"斜面","しゃめん","slope","slope, incline","雪（ゆき）の斜面（しゃめん）で滑（すべ）って転（ころ）んだ。","I slipped and fell on the snowy slope.","","5","5","10","できる日本語 中級 本冊"
"滑り落ちる","すべりおちる","to slide","to slide down, slip off","足（あし）を滑（すべ）らせて斜面（しゃめん）を滑（すべ）り落（お）ちた。","My foot slipped and I slid down the slope.","","5","5","10","できる日本語 中級 本冊"
"雨上がり","あめあがり","after rain","just after the rain has stopped","雨上（あめあ）がりの空（そら）に虹（にじ）が出（で）た。","A rainbow appeared in the sky just after the rain stopped.","","5","5","10","できる日本語 中級 本冊"
"飛ばす","とばす","to fly/blow (away)","to blow away, send flying","強風（きょうふう）が帽子（ぼうし）を飛（と）ばした。","The strong wind blew my hat away.","","5","5","10","できる日本語 中級 本冊"
"崩す","くずす","to give way","to lose (one's footing/balance)","足場（あしば）を崩（くず）して転（ころ）んだ。","I lost my footing and fell.","","5","5","10","できる日本語 中級 本冊"
"すりむく","","to graze","to scrape, graze (skin)","転（ころ）んで膝（ひざ）をすりむいた。","I fell and scraped my knee.","","5","5","10","できる日本語 中級 本冊"
"血","ち","blood","blood","傷口（きずぐち）から血（ち）が出（で）た。","Blood came out of the wound.","","5","5","10","できる日本語 中級 本冊"
"うずくまる","","to crouch","to crouch down, curl up (in pain)","痛（いた）さのあまりその場（ば）にうずくまった。","I crouched down on the spot from the pain.","","5","5","10","できる日本語 中級 本冊"
"全身","ぜんしん","whole body","the whole body","全身（ぜんしん）が泥（どろ）だらけになった。","I was covered in mud from head to toe.","","5","5","10","できる日本語 中級 本冊"
"泥","どろ","mud","mud","雨（あめ）で靴（くつ）が泥（どろ）だらけになった。","My shoes got covered in mud from the rain.","","5","5","10","できる日本語 中級 本冊"
"無事（な）","ぶじ","safely","safe, unharmed","全員（ぜんいん）無事（ぶじ）に避難（ひなん）できた。","Everyone was able to evacuate safely.","","5","5","10","できる日本語 中級 本冊"
"元","もと","original","original (state, condition)","元（もと）の場所（ばしょ）に戻（もど）した。","I put it back in its original place.","","5","5","10","できる日本語 中級 本冊"
"溺れる","おぼれる","to drown","to drown","川（かわ）で溺（おぼ）れている子供（こども）を助（たす）けた。","I saved a child who was drowning in the river.","","5","5","10","できる日本語 中級 本冊"
"助ける","たすける","to help","to save, help","溺（おぼ）れている人（ひと）を助（たす）けた。","I saved a person who was drowning.","","5","5","10","できる日本語 中級 本冊"
"飛び込む","とびこむ","to jump into","to jump in, dive into","川（かわ）に飛（と）び込（こ）んで子供（こども）を助（たす）けた。","I jumped into the river and saved the child.","","5","5","10","できる日本語 中級 本冊"
"弁当箱","べんとうばこ","lunch box","lunch box","弁当箱（べんとうばこ）を洗（あら）った。","I washed the lunch box.","","5","5","10","できる日本語 中級 本冊"
"傷","きず","scratch","scratch, wound, injury","転（ころ）んで足（あし）に傷（きず）ができた。","I fell and got a scratch on my leg.","","5","5","10","できる日本語 中級 本冊"
"倉庫","そうこ","warehouse","warehouse","非常用（ひじょうよう）の物資（ぶっし）は倉庫（そうこ）に保管（ほかん）してある。","Emergency supplies are stored in the warehouse.","","5","5","10","できる日本語 中級 本冊"
"ほこり","","dust","dust","棚（たな）の上（うえ）にほこりが積（つ）もっていた。","Dust had piled up on top of the shelf.","","5","5","10","できる日本語 中級 本冊"
"共有・する","きょうゆう・する","to share","to share (information, resources)","家族（かぞく）で情報（じょうほう）を共有（きょうゆう）している。","We share information as a family.","","5","5","10","できる日本語 中級 本冊"
"快適（な）","かいてき","comfortably","comfortable","このホテルの部屋（へや）は快適（かいてき）だ。","This hotel room is comfortable.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"梅雨","つゆ","rainy season","rainy season (in Japan)","梅雨（つゆ）に入（はい）って雨（あめ）の日（ひ）が続（つづ）いている。","The rainy season has started and rainy days continue.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"焼ける","やける","to burn","to burn, get sunburnt","海（うみ）で肌（はだ）が焼（や）けた。","My skin got sunburnt at the beach.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"太陽","たいよう","the sun","the sun","太陽（たいよう）が眩（まぶ）しい。","The sun is dazzling.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"今でこそ","いまでこそ","nowadays","nowadays (in contrast to how things used to be)","今（いま）でこそエアコンは当（あ）たり前（まえ）だが、昔（むかし）はなかった。","Nowadays air conditioning is taken for granted, but it didn't exist in the past.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"普及・する","ふきゅう・する","to be widespread","to become widespread","スマートフォンが急速（きゅうそく）に普及（ふきゅう）した。","Smartphones spread rapidly.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"しのぐ","","to weather out","to endure, get through (hardship)","扇風機（せんぷうき）で暑（あつ）さをしのいだ。","I got through the heat with an electric fan.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"つるす","","to hang, to suspend","to hang, suspend","軒下（のきした）に風鈴（ふうりん）をつるした。","I hung a wind chime under the eaves.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"チリンチリン","","tinkle","tinkle, jingle (sound of a bell)","風鈴（ふうりん）がチリンチリンと鳴（な）った。","The wind chime went tinkle-tinkle.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"魔除け","まよけ","talisman (to ward off evil spirits)","talisman, charm to ward off evil","この飾（かざ）りは魔除（まよ）けとして使（つか）われる。","This decoration is used as a charm to ward off evil.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"打ち水","うちみず","sprinkling water","sprinkling water (on the ground to cool it)","夏（なつ）の朝（あさ）に打（う）ち水（みず）をした。","I sprinkled water on the ground on a summer morning.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"地面","じめん","the ground","the ground","地面（じめん）に座（すわ）って休（やす）んだ。","I sat on the ground and rested.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"まく","","to sprinkle","to sprinkle, scatter","水をまく","to sprinkle water","","6","知って楽しむ","11","できる日本語 中級 本冊"
"光景","こうけい","sight, scene","sight, scene","感動的（かんどうてき）な光景（こうけい）だった。","It was a moving sight.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"蒸発・する","じょうはつ・する","to evaporate","to evaporate","水（みず）は熱（ねっ）すると蒸発（じょうはつ）する。","Water evaporates when heated.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"奪う","うばう","to take away","to take away, deprive","事故（じこ）は多（おお）くの命（いのち）を奪（うば）った。","The accident took away many lives.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"近年","きんねん","in recent years","in recent years","近年（きんねん）、猛暑（もうしょ）が続（つづ）いている。","In recent years, extreme heat has continued.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"作戦","さくせん","grand plan","grand plan, strategy","暑（あつ）さ対策（たいさく）の作戦（さくせん）を立（た）てた。","I came up with a strategy against the heat.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"開催・する","かいさい・する","to hold","to hold (an event)","オリンピックが東京（とうきょう）で開催（かいさい）された。","The Olympics were held in Tokyo.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"水道水","すいどうすい","tap water","tap water","日本（にほん）の水道水（すいどうすい）はそのまま飲（の）める。","Japan's tap water can be drunk as is.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"残り湯","のこりゆ","leftover bathwater","leftover bath water","残（のこ）り湯（ゆ）で洗濯（せんたく）をした。","I did laundry with leftover bath water.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"雨水","あまみず","rainwater","rainwater","雨水（あまみず）をタンクにためている。","I'm collecting rainwater in a tank.","","6","知って楽しむ","11","できる日本語 中級 本冊"
"平均","へいきん","average","average","今月（こんげつ）の平均（へいきん）気温（きおん）は25度（ど）だ。","This month's average temperature is 25 degrees.","","6","話してみよう","11","できる日本語 中級 本冊"
"降水量","こうすいりょう","amount of rainfall","amount of rainfall","この地域（ちいき）は降水量（こうすいりょう）が多（おお）い。","This area has a lot of rainfall.","","6","話してみよう","11","できる日本語 中級 本冊"
"気候","きこう","climate","climate","日本（にほん）は四季（しき）のある気候（きこう）だ。","Japan has a climate with four distinct seasons.","","6","1","11","できる日本語 中級 本冊"
"コーナー","","display (in museum, etc.)","display area, corner (in a museum/shop)","博物館（はくぶつかん）に特別（とくべつ）なコーナーがあった。","There was a special display area at the museum.","","6","1","11","できる日本語 中級 本冊"
"南北","なんぼく","north to south","north to south, north and south","日本（にほん）は南北（なんぼく）に長（なが）い。","Japan is long from north to south.","","6","1","11","できる日本語 中級 本冊"
"島","しま","island","island","日本（にほん）は多（おお）くの島（しま）からなる。","Japan is made up of many islands.","","6","1","11","できる日本語 中級 本冊"
"山林","さんりん","mountains and forests","mountains and forests","山林（さんりん）が国土（こくど）の多（おお）くを占（し）めている。","Mountains and forests make up much of the country's territory.","","6","1","11","できる日本語 中級 本冊"
"～分の～","ぶん","xx parts of xx","x parts out of x (fraction; suffix)","3分の2","two thirds","","6","1","11","できる日本語 中級 本冊"
"地形","ちけい","terrain","terrain, topography","この地域（ちいき）は複雑（ふくざつ）な地形（ちけい）をしている。","This area has complex terrain.","","6","1","11","できる日本語 中級 本冊"
"温帯","おんたい","temperate zone","temperate zone","日本（にほん）の多（おお）くの地域（ちいき）は温帯（おんたい）に属（ぞく）する。","Much of Japan belongs to the temperate zone.","","6","1","11","できる日本語 中級 本冊"
"位置・する","いち・する","to be located","to be located","この町（まち）は海（うみ）の近（ちか）くに位置（いち）している。","This town is located near the sea.","","6","1","11","できる日本語 中級 本冊"
"蒸し暑い","むしあつい","humid","humid, muggy","今日（きょう）は蒸（む）し暑（あつ）い。","It's humid today.","","6","1","11","できる日本語 中級 本冊"
"～側","がわ","side","the ~ side (suffix)","太平洋側","pacific ocean side","","6","1","11","できる日本語 中級 本冊"
"ペンション","","boarding house","(small European-style) boarding house, guest house","山（やま）の中（なか）のペンションに泊（と）まった。","I stayed at a boarding house in the mountains.","","6","1","11","できる日本語 中級 本冊"
"割合","わりあい","ratio","ratio, proportion","高齢者（こうれいしゃ）の割合（わりあい）が増（ふ）えている。","The proportion of elderly people is increasing.","","6","1","11","できる日本語 中級 本冊"
"例年","れいねん","average year","an average/typical year","例年（れいねん）より桜（さくら）の開花（かいか）が早（はや）い。","The cherry blossoms are blooming earlier than a typical year.","","6","1","11","できる日本語 中級 本冊"
"連なる","つらなる","to extend, to stretch","to extend, stretch out in a row","山（やま）が連（つら）なっている。","Mountains stretch out in a row.","","6","1","11","できる日本語 中級 本冊"
"恵まれる","めぐまれる","to be rich in","to be blessed with, rich in","この地域（ちいき）は自然（しぜん）に恵（めぐ）まれている。","This area is blessed with nature.","","6","1","11","できる日本語 中級 本冊"
"展望台","てんぼうだい","viewing platform","observation deck, viewing platform","展望台（てんぼうだい）から街（まち）を眺（なが）めた。","I looked out over the city from the observation deck.","","6","1","11","できる日本語 中級 本冊"
"美しい","うつくしい","beautiful","beautiful","窓（まど）から美（うつく）しい景色（けしき）が見（み）えた。","A beautiful view was visible from the window.","","6","1","11","できる日本語 中級 本冊"
"平野","へいや","plain","plain (flat land)","この平野（へいや）では稲作（いなさく）が盛（さか）んだ。","Rice farming is thriving on this plain.","","6","1","11","できる日本語 中級 本冊"
"庭","にわ","garden","garden","庭（にわ）に花（はな）を植（う）えた。","I planted flowers in the garden.","","6","1","11","できる日本語 中級 本冊"
"石垣","いしがき","stone wall","stone wall","城（しろ）の石垣（いしがき）はとても立派（りっぱ）だ。","The castle's stone wall is very impressive.","","6","1","11","できる日本語 中級 本冊"
"名園","めいえん","great gardens","famous/great garden","この庭（にわ）は日本三大名園（にほんさんだいめいえん）の一（ひと）つだ。","This garden is one of Japan's three great gardens.","","6","1","11","できる日本語 中級 本冊"
"音声","おんせい","audio","audio, sound","このアプリには音声（おんせい）ガイドがある。","This app has an audio guide.","","6","2","11","できる日本語 中級 本冊"
